id,Decision,Host_response_time,Host_is_superhost,Host_has_profile_pic,Host_identity_verified,Neighbourhood,Property_type,Room_type,Accommodates,Bathrooms_text,Bedrooms,Beds,Essentials,Cooking,Balcony,Parking,Price,Number_of_reviews,Review_scores_rating,Instant_bookable,Month
5564,0,within an hour,t,t,t,28804,Entire guest suite,Entire home/apt,2,1 bath,,1,5,3,1,1,$111.00 ,323,5,t,August
5565,1,within a few hours,t,t,f,28806,Entire cottage,Entire home/apt,4,1 bath,2,2,5,4,0,1,$90.00 ,102,4.84,f,September
5566,0,within an hour,t,t,t,28732,Entire guest suite,Entire home/apt,4,1 bath,2,3,5,4,1,1,$219.00 ,68,5,t,July
5567,0,within an hour,t,t,t,28803,Entire bungalow,Entire home/apt,6,2 baths,3,4,5,5,0,1,$110.00 ,12,5,f,September
5568,1,within an hour,f,t,t,28806,Entire house,Entire home/apt,2,1 bath,1,2,4,4,1,1,$197.00 ,4,4.75,t,June
5569,1,within an hour,t,t,t,28801,Entire guest suite,Entire home/apt,2,1 bath,1,2,5,3,1,1,$118.00 ,101,4.92,t,August
5570,1,within an hour,t,t,t,28806,Entire rental unit,Entire home/apt,5,1.5 baths,,4,5,4,1,1,$132.00 ,84,4.9,f,September
5571,1,within an hour,t,t,f,28803,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,4,1,1,$100.00 ,19,5,t,July
5572,0,within an hour,t,t,t,28806,Entire apartment,Entire home/apt,4,1 bath,,1,3,5,1,1,$180.00 ,22,4.86,f,July
5573,1,within an hour,t,t,t,28806,Entire apartment,Entire home/apt,3,1 bath,,2,5,3,0,1,$40.00 ,195,4.85,t,June
5574,1,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,4,1,1,$157.00 ,163,4.92,t,September
5575,1,within an hour,t,t,t,28805,Entire residential home,Entire home/apt,6,3 baths,3,3,5,5,0,1,$266.00 ,29,4.72,t,August
5576,1,within a day,t,t,f,28704,Entire guesthouse,Entire home/apt,4,1 bath,1,2,5,3,0,1,$79.00 ,101,4.94,f,September
5577,1,within an hour,t,t,t,28804,Entire bungalow,Entire home/apt,5,1 bath,2,2,5,5,1,1,$146.00 ,80,4.88,f,June
5578,1,within an hour,t,t,t,28801,Entire condominium,Entire home/apt,4,1 bath,1,2,5,5,1,1,$281.00 ,34,4.94,t,June
5579,0,within an hour,t,t,t,28804,Entire house,Entire home/apt,8,3 baths,3,3,4,0,0,1,$194.00 ,2,5,t,June
5580,1,within an hour,t,t,t,28801,Entire townhouse,Entire home/apt,6,2 baths,2,3,5,5,1,1,$381.00 ,26,4.85,t,August
5581,1,within an hour,f,t,t,28805,Entire residential home,Entire home/apt,6,1 bath,2,3,4,4,0,1,$127.00 ,14,5,t,September
5582,0,,f,t,t,28804,Shared room in house,Shared room,1,1 shared bath,1,0,3,3,1,1,$40.00 ,3,5,f,July
5583,1,within a few hours,f,t,f,28715,Entire apartment,Entire home/apt,4,1 bath,1,1,5,2,0,1,$115.00 ,7,5,f,July
5584,0,,t,t,t,28806,Entire guest suite,Entire home/apt,5,1 bath,1,1,5,5,1,1,$110.00 ,76,4.92,f,August
5585,1,within an hour,t,t,t,28806,Entire chalet,Entire home/apt,8,3.5 baths,4,5,5,5,1,1,$420.00 ,146,4.92,f,June
5586,0,within a day,f,t,t,28803,Entire guesthouse,Entire home/apt,2,1 bath,1,1,5,4,1,1,$40.00 ,105,4.56,f,August
5587,1,within an hour,t,t,t,28732,Entire guest suite,Entire home/apt,2,1 bath,,1,5,4,0,1,$80.00 ,19,5,f,September
5588,0,within an hour,t,t,t,28715,Entire rental unit,Entire home/apt,3,1 bath,1,2,5,5,1,1,$91.00 ,15,4.8,t,September
5589,0,within an hour,t,t,t,28805,Entire cabin,Entire home/apt,6,2 baths,3,3,5,5,1,1,$230.00 ,40,4.95,t,September
5590,1,within an hour,t,t,t,28801,Entire condominium,Entire home/apt,2,1 bath,1,1,5,5,0,1,$258.00 ,107,4.96,t,July
5591,1,within an hour,f,t,t,28803,Entire condominium (condo),Entire home/apt,6,2 baths,2,3,5,4,1,1,$146.00 ,8,4.75,t,September
5592,1,within an hour,t,t,f,28806,Private room in camper/rv,Private room,2,1 private bath,1,0,2,0,1,1,$25.00 ,79,4.91,t,August
5593,0,within an hour,t,t,t,28805,Entire house,Entire home/apt,6,1 bath,3,3,5,5,1,1,$160.00 ,25,5,f,July
5594,1,within an hour,t,t,t,28803,Entire guest suite,Entire home/apt,2,1 bath,,1,5,3,1,1,$101.00 ,57,4.91,f,June
5595,1,within an hour,f,t,t,28803,Entire residential home,Entire home/apt,2,1 bath,1,1,4,4,1,1,$115.00 ,15,4.93,t,September
5596,0,within an hour,t,t,f,28803,Entire rental unit,Entire home/apt,4,1 bath,1,2,5,5,0,1,$72.00 ,50,4.88,f,August
5597,1,within an hour,t,t,t,28803,Entire house,Entire home/apt,16,2.5 baths,5,8,5,5,1,1,$463.00 ,100,4.93,t,June
5598,1,within an hour,t,t,t,28806,Entire rental unit,Entire home/apt,4,1 bath,,1,4,5,1,1,$180.00 ,85,4.92,f,August
5599,0,within an hour,t,t,t,28806,Private room in residential home,Private room,3,1 private bath,1,1,5,3,1,1,$83.00 ,154,4.91,f,August
5600,1,within an hour,t,t,t,28806,Tiny house,Entire home/apt,2,1 bath,1,1,3,0,0,1,$85.00 ,44,5,t,June
5601,1,within an hour,t,t,t,28801,Private room in hostel,Private room,2,1 shared bath,1,1,4,1,0,0,$113.00 ,5,5,t,July
5602,0,within a few hours,f,t,t,28801,Entire apartment,Entire home/apt,2,1 bath,1,0,5,5,0,1,$79.00 ,217,4.71,f,June
5603,1,within an hour,f,t,t,28803,Entire cabin,Entire home/apt,8,3 baths,4,5,4,3,0,1,$354.00 ,1,5,t,June
5604,1,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,6,2 baths,2,3,5,2,1,1,$182.00 ,24,5,f,September
5605,0,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,3,1,1,$146.00 ,220,4.97,t,July
5606,1,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,6,2 baths,3,3,5,2,1,1,$118.00 ,47,4.91,t,September
5607,0,within a few hours,t,t,t,28806,Entire guesthouse,Entire home/apt,2,1 bath,1,1,5,5,1,1,$81.00 ,51,4.96,f,June
5608,1,within an hour,t,t,t,28801,Private room in bed and breakfast,Private room,2,1 private bath,1,1,4,0,0,1,$228.00 ,3,5,t,June
5609,1,within an hour,f,t,f,28801,Entire apartment,Entire home/apt,2,1 bath,1,1,3,3,0,0,$408.00 ,23,4.91,t,July
5610,1,within an hour,t,t,t,28803,Private room in residential home,Private room,2,1 private bath,1,1,5,3,1,1,$113.00 ,68,4.99,t,August
5611,1,within an hour,t,t,f,28805,Entire apartment,Entire home/apt,2,1 bath,1,1,5,5,1,1,$179.00 ,77,4.95,f,July
5612,1,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,8,1 bath,3,5,5,5,1,1,$144.00 ,358,4.96,t,August
5613,0,within an hour,t,t,t,28806,Entire cottage,Entire home/apt,4,1 bath,2,2,5,5,1,1,$153.00 ,137,4.98,f,September
5614,0,,t,t,t,28804,Entire townhouse,Entire home/apt,4,1 bath,2,2,5,3,0,1,$80.00 ,199,4.77,t,July
5615,1,within an hour,t,t,t,28803,Entire residential home,Entire home/apt,2,1 bath,1,1,5,3,1,1,$83.00 ,58,4.9,f,August
5616,0,within an hour,t,t,t,28804,Entire guest suite,Entire home/apt,4,1 bath,1,2,5,4,0,1,$47.00 ,372,4.76,t,July
5617,0,,f,t,t,28806,Entire house,Entire home/apt,6,2 baths,3,3,5,0,0,1,$65.00 ,94,4.73,f,June
5618,1,within an hour,t,t,t,28801,Entire condominium (condo),Entire home/apt,4,1 bath,2,3,4,5,0,1,$274.00 ,5,4.8,t,August
5619,0,within a few hours,t,t,t,28806,Entire rental unit,Entire home/apt,6,1 bath,2,3,5,5,1,1,$70.00 ,220,4.98,t,August
5620,0,,f,t,t,28804,Entire guesthouse,Entire home/apt,2,1 bath,,1,5,5,1,1,$50.00 ,10,4.8,f,August
5621,1,within an hour,t,t,f,28805,Private room in residential home,Private room,4,1 private bath,2,2,5,3,0,1,$61.00 ,133,4.92,t,August
5622,1,within an hour,t,t,t,28806,Entire house,Entire home/apt,6,1 bath,2,4,5,5,1,1,$124.00 ,38,4.82,f,June
5623,1,within an hour,t,t,t,28803,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,3,1,1,$94.00 ,102,4.89,t,July
5624,1,within an hour,t,t,t,28704,Entire townhouse,Entire home/apt,14,4 baths,6,11,5,5,0,1,$460.00 ,2,5,t,July
5625,0,,t,t,t,28801,Entire apartment,Entire home/apt,2,1 bath,1,2,5,5,0,0,$79.00 ,105,4.82,t,July
5626,0,within a day,t,t,t,28805,Entire residential home,Entire home/apt,4,1 bath,2,3,5,4,1,1,$198.00 ,28,4.89,f,August
5627,0,within an hour,t,t,t,28704,Entire residential home,Entire home/apt,8,2 baths,4,5,5,5,1,1,$350.00 ,17,4.88,t,September
5628,1,within an hour,t,t,t,28704,Private room in residential home,Private room,2,1 private bath,1,1,5,3,1,1,$75.00 ,16,4.94,t,August
5629,1,within an hour,t,t,t,28806,Shared room in hostel,Shared room,3,2.5 shared baths,1,1,5,5,1,1,$33.00 ,84,4.65,t,September
5630,1,within an hour,t,t,f,28806,Entire rental unit,Entire home/apt,4,1 bath,1,1,5,5,1,1,$115.00 ,119,4.93,t,September
5631,1,within an hour,t,t,t,28804,Entire rental unit,Entire home/apt,6,1 bath,2,2,5,4,1,1,$80.00 ,194,4.7,f,August
5632,1,within an hour,t,t,f,28806,Entire house,Entire home/apt,6,2.5 baths,3,4,5,5,1,1,$197.00 ,106,4.93,t,July
5633,1,within an hour,t,t,t,28806,Entire rental unit,Entire home/apt,3,1 bath,1,3,5,5,1,1,$230.00 ,22,4.95,f,August
5634,1,within a day,f,t,t,28803,Entire guesthouse,Entire home/apt,5,1 bath,1,3,5,5,1,1,$250.00 ,86,4.94,f,August
5635,1,within an hour,t,t,f,28715,Entire cabin,Entire home/apt,6,2 baths,3,4,5,5,1,1,$214.00 ,26,4.92,t,July
5636,1,within an hour,t,t,t,28806,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,3,1,1,$129.00 ,36,5,f,August
5637,1,within an hour,t,t,t,28805,Entire apartment,Entire home/apt,2,1 bath,,1,4,1,0,1,$109.00 ,503,4.87,t,July
5638,0,within an hour,f,t,f,28732,Entire house,Entire home/apt,4,2 baths,2,2,5,5,0,1,$175.00 ,1,5,f,July
5639,0,within an hour,t,t,t,28704,Casa particular,Entire home/apt,2,1 bath,1,1,5,5,1,1,$68.00 ,77,4.99,t,September
5640,0,within a day,f,t,t,28801,Entire rental unit,Entire home/apt,2,1 bath,1,0,4,4,0,1,$90.00 ,148,4.84,f,September
5641,1,within an hour,t,t,t,28806,Private room in house,Private room,2,1 private bath,1,1,5,1,1,1,$72.00 ,40,4.95,t,June
5642,0,within an hour,t,t,t,28806,Private room in house,Private room,2,1 shared bath,1,0,5,4,1,1,$26.00 ,121,4.87,t,July
5643,0,within an hour,t,t,t,28805,Entire bungalow,Entire home/apt,2,1 bath,1,1,5,5,1,1,$51.00 ,0,,t,August
5644,1,,t,t,t,28806,Entire residential home,Entire home/apt,8,2.5 baths,3,4,5,5,1,1,$293.00 ,58,5,f,September
5645,1,within an hour,t,t,t,28803,Entire residential home,Entire home/apt,8,3 baths,4,5,5,5,1,1,$279.00 ,46,4.89,t,August
5646,1,within an hour,t,t,t,28804,Entire house,Entire home/apt,6,2 baths,3,3,5,5,1,1,$259.00 ,73,4.97,t,June
5647,1,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,4,1,1,$98.00 ,15,5,f,July
5648,0,within an hour,t,t,t,28805,Entire residential home,Entire home/apt,6,3 baths,3,3,5,5,1,1,$350.00 ,0,,t,August
5649,1,within an hour,f,t,t,28803,Room in boutique hotel,Hotel room,4,1 bath,1,2,4,3,0,1,$199.00 ,66,4.38,t,August
5650,0,within an hour,f,t,t,28803,Entire townhouse,Entire home/apt,2,1.5 baths,2,2,5,0,0,1,$60.00 ,4,4.75,f,July
5651,1,within an hour,f,t,t,28806,Private room in bungalow,Private room,2,1 private bath,1,1,5,0,1,1,$99.00 ,46,4.93,f,July
5652,1,within an hour,t,t,t,28704,Entire cabin,Entire home/apt,8,2 baths,3,5,5,5,0,1,$381.00 ,37,4.76,t,August
5653,1,within an hour,f,t,f,28806,Entire apartment,Entire home/apt,2,1 bath,1,1,5,0,0,1,$106.00 ,181,4.73,t,July
5654,0,within an hour,t,t,t,28804,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,3,0,1,$70.00 ,203,4.99,t,September
5655,1,,f,t,t,28704,Entire guesthouse,Entire home/apt,2,1 bath,1,1,4,5,1,1,$98.00 ,2,4.5,f,June
5656,1,within an hour,t,t,f,28801,Private room in residential home,Private room,2,1 private bath,1,1,4,0,0,1,$85.00 ,229,4.95,t,August
5657,0,within a few hours,t,t,f,28803,Entire house,Entire home/apt,16,6 baths,7,9,5,5,1,1,"$1,175.00 ",24,4.92,f,June
5658,0,within an hour,t,t,t,28801,Entire house,Entire home/apt,5,2 baths,2,3,5,5,1,1,$89.00 ,106,4.94,f,June
5659,0,within an hour,t,t,t,28804,Entire house,Entire home/apt,8,3 baths,3,3,4,0,0,1,$514.00 ,2,5,f,July
5660,0,within an hour,t,t,t,28804,Entire guesthouse,Entire home/apt,2,1 bath,1,0,5,3,0,1,$118.00 ,217,4.95,f,June
5661,1,within an hour,t,t,t,28801,Entire loft,Entire home/apt,4,2 baths,2,2,5,5,1,1,$314.00 ,232,4.98,f,July
5662,1,,f,t,t,28806,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,3,0,1,$116.00 ,174,4.95,t,August
5663,1,within an hour,t,t,t,28801,Entire condominium,Entire home/apt,4,1 bath,1,2,5,5,1,1,$281.00 ,31,4.87,t,June
5664,0,within an hour,t,t,t,28804,Entire bungalow,Entire home/apt,5,1 bath,3,3,5,5,1,1,$124.00 ,118,4.97,t,September
5665,1,within a few hours,f,t,f,28801,Room in bed and breakfast,Hotel room,2,1 bath,1,1,4,0,0,1,$270.00 ,3,5,t,August
5666,1,,f,t,t,28804,Private room in bungalow,Private room,2,1.5 shared baths,1,1,5,5,1,1,$250.00 ,1,5,f,September
5667,1,within an hour,t,t,t,28801,Private room in bed and breakfast,Private room,2,1 shared bath,1,0,5,1,0,1,$155.00 ,1,5,t,September
5668,0,within an hour,t,t,t,28803,Entire guest suite,Entire home/apt,4,1 bath,1,2,5,2,0,1,$117.00 ,383,4.98,t,September
5669,0,,f,t,f,28803,Entire guest suite,Entire home/apt,4,1 bath,2,2,5,3,1,1,$96.00 ,224,4.93,t,June
5670,1,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,3,1 bath,1,1,5,3,1,1,$78.00 ,198,4.95,f,August
5671,0,within an hour,t,t,t,28801,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,4,1,1,$86.00 ,223,4.65,t,September
5672,1,within an hour,t,t,t,28801,Entire rental unit,Entire home/apt,2,1 bath,1,1,4,1,0,0,$281.00 ,104,4.97,t,August
5673,1,within an hour,t,t,t,28801,Private room in bed and breakfast,Private room,2,1 private bath,1,1,4,0,0,1,$196.00 ,6,4.83,t,June
5674,1,within an hour,t,t,t,28803,Entire apartment,Entire home/apt,2,1 bath,1,1,5,3,0,1,$87.00 ,126,4.96,f,July
5675,0,within an hour,t,t,t,28805,Entire apartment,Entire home/apt,2,1 bath,1,1,5,2,0,1,$70.00 ,104,4.9,t,June
5676,1,within an hour,t,t,t,28806,Entire cabin,Entire home/apt,2,1 bath,1,1,5,4,1,1,$110.00 ,58,5,t,August
5677,0,within an hour,t,t,f,28805,Entire guest suite,Entire home/apt,2,1 bath,,1,5,3,1,1,$72.00 ,62,5,f,June
5678,1,within a day,t,t,t,28801,Private room in bungalow,Private room,4,1 private bath,2,2,4,3,0,1,$42.00 ,196,4.9,f,July
5679,1,within an hour,f,t,f,28803,Entire residential home,Entire home/apt,4,2 baths,2,2,4,1,0,1,$195.00 ,12,4.83,t,August
5680,0,within a few hours,t,t,t,28801,Entire house,Entire home/apt,4,1 bath,2,2,5,5,1,1,$249.00 ,85,4.81,f,June
5681,1,,f,t,t,28806,Entire cottage,Entire home/apt,4,1.5 baths,2,2,5,5,1,1,$182.00 ,71,4.99,t,July
5682,0,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,3,1 bath,,2,5,3,1,1,$84.00 ,61,4.89,f,August
5683,1,within an hour,f,t,t,28806,Entire residential home,Entire home/apt,2,1 bath,1,2,5,4,1,1,$75.00 ,6,4.83,t,September
5684,1,within an hour,f,t,t,28732,Entire residential home,Entire home/apt,8,2 baths,3,5,4,4,0,1,$160.00 ,8,4.75,t,August
5685,0,,f,t,t,28806,Entire house,Entire home/apt,6,2 baths,3,3,5,5,1,1,$338.00 ,17,4.94,f,July
5686,1,within an hour,t,t,t,28801,Entire condominium,Entire home/apt,6,2 baths,2,3,5,5,1,1,$381.00 ,35,4.8,t,July
5687,1,within an hour,t,t,t,28801,Entire condominium (condo),Entire home/apt,4,1 bath,1,2,3,4,0,0,$224.00 ,66,4.86,t,September
5688,0,within an hour,t,t,t,28801,Entire residential home,Entire home/apt,3,1 bath,2,2,5,1,0,1,$67.00 ,2,5,t,August
5689,0,within a few hours,t,t,t,28806,Private room in residential home,Private room,2,1 private bath,1,1,5,2,1,1,$131.00 ,5,5,t,August
5690,0,,t,t,t,28806,Entire rental unit,Entire home/apt,4,1 bath,1,2,5,5,1,1,$95.00 ,17,5,f,August
5691,0,within an hour,t,t,f,28806,Entire apartment,Entire home/apt,2,1 bath,1,1,5,5,1,1,$100.00 ,29,4.86,f,June
5692,0,within a few hours,t,t,t,28805,Entire cottage,Entire home/apt,6,2.5 baths,3,4,5,5,1,1,$250.00 ,61,5,f,July
5693,0,within a few hours,t,t,t,28805,Private room in residential home,Private room,1,1 shared bath,,1,5,5,0,1,$54.00 ,31,4.87,f,September
5694,1,within a few hours,t,t,t,28805,Entire guest suite,Entire home/apt,3,1 bath,1,1,5,5,1,1,$96.00 ,150,4.9,f,June
5695,1,within an hour,t,t,f,28805,Private room in house,Private room,2,1 private bath,1,1,5,2,0,1,$88.00 ,6,5,t,July
5696,1,,f,t,t,28806,Entire cottage,Entire home/apt,4,1.5 baths,2,2,5,5,1,1,$182.00 ,71,4.97,t,August
5697,1,within an hour,t,t,t,28806,Entire guesthouse,Entire home/apt,2,1 bath,,1,5,3,1,1,$115.00 ,290,4.84,f,September
5698,1,within an hour,t,t,t,28801,Entire condominium (condo),Entire home/apt,6,2 baths,2,3,1,4,0,1,$309.00 ,49,4.96,t,September
5699,1,within an hour,t,t,t,28715,Private room in guest suite,Private room,2,1 private bath,1,1,5,3,1,1,$89.00 ,90,4.96,f,June
5700,0,,,,,28732,Private room in bed and breakfast,Private room,2,1 private bath,1,2,5,1,0,0,$225.00 ,0,,t,July
5701,0,within a few hours,t,t,f,28801,Entire apartment,Entire home/apt,4,1 bath,2,2,5,5,1,1,$196.00 ,15,4.93,f,June
5702,1,within an hour,t,t,t,28806,Entire rental unit,Entire home/apt,4,1 bath,1,1,5,5,1,1,$98.00 ,252,4.96,t,August
5703,1,within an hour,t,t,t,28801,Entire apartment,Entire home/apt,4,1 bath,2,1,5,4,0,1,$118.00 ,502,4.78,f,July
5704,1,within an hour,t,t,t,28805,Entire residential home,Entire home/apt,6,2 baths,3,3,5,5,1,1,$206.00 ,12,5,f,September
5705,1,within an hour,f,t,t,28715,Entire house,Entire home/apt,5,1 bath,2,3,4,4,0,1,$132.00 ,0,,t,July
5706,0,within an hour,t,t,t,28801,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,4,1,1,$136.00 ,151,4.95,t,July
5707,1,within an hour,t,t,t,28801,Private room in bed and breakfast,Private room,2,1 private bath,1,1,4,0,0,1,$278.00 ,5,5,t,September
5708,1,within an hour,t,t,t,28801,Entire condominium,Entire home/apt,4,1 bath,1,2,5,5,0,1,$268.00 ,40,4.92,t,July
5709,1,within an hour,f,t,t,28804,Entire residential home,Entire home/apt,10,3.5 baths,5,5,4,4,0,1,$134.00 ,11,4.55,t,August
5710,1,within an hour,t,t,t,28806,Entire house,Entire home/apt,2,1 bath,1,1,4,5,1,1,$195.00 ,36,4.86,f,July
5711,1,within an hour,f,t,t,28803,Entire rental unit,Entire home/apt,8,1 bath,2,3,5,3,1,1,$169.00 ,78,4.77,t,August
5712,0,within an hour,t,t,f,28803,Entire condominium (condo),Entire home/apt,4,2.5 baths,2,2,5,5,1,1,$125.00 ,15,5,t,September
5713,1,within an hour,t,t,t,28806,Tent,Entire home/apt,2,1 bath,,,2,0,0,1,$69.00 ,33,4.91,t,June
5714,1,within an hour,t,t,t,28801,Entire rental unit,Entire home/apt,2,1 bath,1,2,5,5,0,0,$79.00 ,114,4.83,t,August
5715,1,within an hour,f,t,t,28804,Entire residential home,Entire home/apt,6,1 bath,3,4,3,0,0,1,$182.00 ,8,5,t,September
5716,0,,f,t,t,28801,Entire apartment,Entire home/apt,5,1 bath,2,3,4,1,0,1,$127.00 ,235,4.94,t,June
5717,1,within an hour,t,t,f,28804,Entire guest suite,Entire home/apt,2,1 bath,,1,5,3,1,1,$277.00 ,4,5,f,September
5718,0,within a few hours,f,t,t,28801,Entire residential home,Entire home/apt,2,1 bath,1,1,4,1,0,1,$299.00 ,13,4.83,f,September
5719,1,within a day,t,t,f,28806,Entire residential home,Entire home/apt,6,2 baths,2,2,5,5,1,1,$154.00 ,68,4.99,f,September
5720,1,within an hour,t,t,f,28804,Entire apartment,Entire home/apt,4,1 bath,1,2,5,4,0,1,$119.00 ,171,4.85,f,June
5721,1,within a few hours,t,t,t,28805,Entire cottage,Entire home/apt,5,2 baths,2,3,5,5,1,1,$257.00 ,15,4.93,f,September
5722,0,,t,t,t,28805,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,2,0,1,$85.00 ,76,4.96,f,August
5723,0,within an hour,f,t,t,28806,Entire guesthouse,Entire home/apt,4,1 bath,2,2,5,4,1,1,$140.00 ,47,4.77,f,June
5724,1,within an hour,t,f,t,28801,Private room in residential home,Private room,2,1 private bath,1,1,5,2,1,1,$92.00 ,266,4.93,t,August
5725,1,,t,t,t,28803,Entire guesthouse,Entire home/apt,2,1 bath,1,1,5,3,0,1,$104.00 ,264,4.97,f,September
5726,1,within an hour,f,t,t,28804,Entire house,Entire home/apt,10,3.5 baths,5,5,4,4,0,1,$134.00 ,8,4.5,t,July
5727,1,within an hour,t,t,f,28806,Entire guest suite,Entire home/apt,3,1 bath,1,2,5,3,1,1,$106.00 ,119,4.96,t,June
5728,0,within an hour,f,t,f,28804,Entire residential home,Entire home/apt,2,1 bath,1,1,4,3,0,1,$148.00 ,126,4.91,t,September
5729,0,within an hour,f,t,t,28803,Private room in residential home,Private room,6,1 bath,1,3,4,2,1,1,$90.00 ,117,4.9,f,August
5730,1,within an hour,t,t,t,28803,Entire cottage,Entire home/apt,4,1 bath,2,2,5,5,1,1,$101.00 ,380,4.91,f,September
5731,0,within a few hours,f,t,t,28801,Entire apartment,Entire home/apt,2,1 bath,1,1,5,4,0,1,$98.00 ,261,4.8,f,June
5732,1,within an hour,t,t,t,28801,Entire residential home,Entire home/apt,6,1 bath,2,2,5,2,1,1,$145.00 ,63,4.86,t,September
5733,1,,f,t,t,28805,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,2,1,1,$70.00 ,31,4.81,f,July
5734,0,,f,t,t,28806,Private room in guest suite,Private room,4,1 private bath,1,2,5,2,1,1,$67.00 ,213,4.95,f,September
5735,1,within an hour,f,t,f,28801,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,1,0,1,$179.00 ,2,5,f,August
5736,1,within a day,t,t,f,28806,Entire residential home,Entire home/apt,6,2 baths,2,2,5,5,1,1,$154.00 ,65,4.98,f,August
5737,1,within an hour,t,t,t,28805,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,5,1,1,$165.00 ,44,4.82,t,August
5738,0,within an hour,t,t,t,28806,Entire house,Entire home/apt,6,2 baths,3,4,5,5,1,1,$150.00 ,19,4.84,f,June
5739,0,within an hour,t,t,t,28804,Entire house,Entire home/apt,2,1.5 baths,1,1,5,5,1,1,$195.00 ,81,4.96,f,June
5740,1,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,3,1 bath,1,2,5,3,1,1,$129.00 ,193,4.94,t,August
5741,1,within an hour,t,t,t,28804,Entire residential home,Entire home/apt,5,2 baths,2,2,5,5,1,1,$229.00 ,93,4.95,f,August
5742,1,within an hour,t,t,t,28805,Entire guest suite,Entire home/apt,6,1 bath,2,2,5,5,1,1,$98.00 ,101,4.86,f,August
5743,1,within an hour,f,t,t,28801,Entire condominium,Entire home/apt,4,1 bath,1,2,3,3,0,0,$160.00 ,1,4,t,June
5744,0,,f,t,f,28704,Entire cabin,Entire home/apt,2,1 bath,1,1,5,4,1,1,$169.00 ,1,5,t,September
5745,1,within an hour,f,t,f,28732,Entire house,Entire home/apt,6,2 baths,3,3,3,5,1,1,$154.00 ,19,4.95,t,June
5746,0,,t,t,f,28704,Entire house,Entire home/apt,6,2 baths,4,4,5,5,1,1,$97.00 ,19,5,f,July
5747,1,within an hour,t,t,t,28804,Entire house,Entire home/apt,4,2 baths,2,2,5,5,1,1,$263.00 ,5,5,t,June
5748,0,within an hour,f,t,f,28704,Entire house,Entire home/apt,6,2 baths,3,4,4,4,0,1,$165.00 ,8,4.38,t,July
5749,1,within an hour,t,t,t,28805,Entire cottage,Entire home/apt,6,1 bath,2,3,5,5,1,1,$139.00 ,219,4.97,t,June
5750,1,within an hour,f,t,t,28806,Private room in house,Private room,2,1 shared bath,1,2,4,1,1,1,$147.00 ,31,4.94,f,June
5751,0,within an hour,t,t,t,28803,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,3,1,1,$54.00 ,377,4.96,f,June
5752,1,within an hour,t,t,t,28805,Private room in residential home,Private room,4,2 baths,2,2,5,5,0,1,$69.00 ,1,5,f,August
5753,1,within an hour,t,t,t,28801,Entire residential home,Entire home/apt,4,1 bath,1,2,5,3,1,1,$138.00 ,19,5,t,September
5754,1,within an hour,t,t,t,28806,Private room in house,Private room,2,1 shared bath,1,1,5,0,0,1,$43.00 ,313,4.9,f,July
5755,1,within an hour,t,t,f,28803,Entire guest suite,Entire home/apt,4,1 bath,2,2,5,4,1,1,$187.00 ,163,4.96,t,July
5756,1,within an hour,f,t,f,28806,Entire house,Entire home/apt,4,1 bath,2,2,4,1,0,1,$172.00 ,8,5,t,July
5757,1,within an hour,t,t,f,28715,Tiny house,Entire home/apt,2,1 bath,,1,4,1,0,1,$57.00 ,10,4.8,t,July
5758,1,within an hour,t,t,f,28801,Entire rental unit,Entire home/apt,6,1 bath,2,3,5,5,0,0,$324.00 ,11,4.73,f,September
5759,1,,f,t,t,28806,Entire bungalow,Entire home/apt,8,2 baths,3,4,5,5,1,1,$271.00 ,142,4.93,t,June
5760,1,within an hour,t,t,t,28803,Entire house,Entire home/apt,8,2 baths,4,5,5,5,1,1,$257.00 ,43,5,t,June
5761,1,within an hour,t,t,t,28805,Entire residential home,Entire home/apt,4,3 baths,2,2,5,5,1,1,$354.00 ,13,5,f,August
5762,1,within an hour,t,t,t,28804,Entire guest suite,Entire home/apt,3,1 bath,1,1,5,5,1,1,$154.00 ,129,4.97,f,June
5763,1,within a few hours,t,t,f,28715,Private room in bungalow,Private room,1,1 shared bath,1,1,4,5,0,1,$36.00 ,39,4.9,f,August
